TEAM_ID,SEASON,W_PCT,PTS,REB,AST,TOV,FG_PCT,FG3_PCT,FT_PCT,STL,BLK,OREB,DREB,PF,OFF_RATING,DEF_RATING,NET_RATING,PACE,TS_PCT,AST_PCT,REB_PCT,TM_TOV_PCT
1610612750,2024-25,0.598,114.3,44.3,26.1,14.5,0.468,0.377,0.789,8.0,5.0,11.1,33.2,18.3,115.7,110.8,5.0,97.95,0.588,0.637,0.507,0.146
1610612740,2024-25,0.256,109.8,43.6,25.8,14.6,0.452,0.347,0.754,8.5,5.2,12.1,31.5,18.3,109.7,119.1,-9.4,99.77,0.552,0.636,0.487,0.146
1610612752,2024-25,0.622,115.8,42.6,27.5,13.3,0.486,0.369,0.8,8.2,4.0,10.9,31.8,17.2,117.3,113.3,4.0,97.64,0.589,0.634,0.508,0.134
1610612760,2024-25,0.829,120.5,44.8,26.9,11.7,0.482,0.374,0.819,10.3,5.7,10.6,34.2,19.9,119.2,106.6,12.7,100.9,0.593,0.602,0.496,0.116
1610612753,2024-25,0.5,105.4,41.8,23.0,14.2,0.445,0.318,0.775,8.9,6.0,11.1,30.7,20.1,108.9,109.1,-0.2,96.51,0.55,0.603,0.501,0.147
1610612755,2024-25,0.293,109.6,39.8,23.2,13.6,0.454,0.341,0.78,9.2,4.5,10.4,29.4,19.0,111.0,117.3,-6.3,98.13,0.563,0.584,0.471,0.138
1610612756,2024-25,0.439,113.6,42.5,27.8,14.1,0.478,0.378,0.81,7.2,4.8,9.5,32.9,17.9,114.7,117.7,-3.0,98.31,0.595,0.673,0.493,0.142
1610612757,2024-25,0.439,110.9,44.8,23.8,16.0,0.45,0.342,0.762,8.3,5.3,13.4,31.4,19.0,111.0,113.7,-2.7,99.51,0.555,0.587,0.501,0.16
1610612758,2024-25,0.488,115.7,44.2,26.5,13.3,0.478,0.357,0.806,7.6,4.4,11.0,33.2,18.9,115.9,115.3,0.6,98.91,0.582,0.615,0.51,0.133
1610612759,2024-25,0.415,113.9,43.7,28.6,13.9,0.465,0.357,0.774,8.2,5.5,10.9,32.7,16.6,113.5,116.3,-2.8,100.08,0.575,0.685,0.485,0.138
1610612761,2024-25,0.366,110.9,45.1,28.5,15.3,0.458,0.348,0.748,8.1,4.2,12.6,32.5,21.2,109.6,113.6,-4.1,100.62,0.553,0.685,0.5,0.152
1610612762,2024-25,0.207,111.9,45.4,25.5,17.2,0.454,0.35,0.774,6.8,4.4,12.0,33.4,18.9,110.2,119.4,-9.2,100.85,0.568,0.633,0.508,0.17
1610612764,2024-25,0.22,108.0,43.7,25.1,15.6,0.439,0.335,0.778,7.6,5.1,10.6,33.1,19.7,105.8,118.0,-12.2,101.82,0.546,0.637,0.476,0.152
